iter	Accuracy	Logloss
882	0.8933782267	0.2976224729
883	0.8933782267	0.2975359486
884	0.8933782267	0.2975040304
885	0.8933782267	0.2974766962
886	0.8933782267	0.2973780523
887	0.8933782267	0.2973661848
888	0.8933782267	0.297165099
889	0.8933782267	0.2971454148
890	0.8933782267	0.2971042064
891	0.8933782267	0.2970202498
892	0.8933782267	0.2969401111
893	0.8933782267	0.2969077702
894	0.8933782267	0.2966843069
895	0.8933782267	0.2965784054
896	0.8933782267	0.296541725
897	0.8933782267	0.2964923845
898	0.8933782267	0.2964220706
899	0.8933782267	0.2963877279
900	0.8933782267	0.2963230543
901	0.8945005612	0.2961257509
902	0.8945005612	0.2961106038
903	0.8945005612	0.2959966052
904	0.8945005612	0.2958393557
905	0.8933782267	0.2957229768
906	0.8933782267	0.295669913
907	0.8933782267	0.2954836648
908	0.8933782267	0.2954682604
909	0.8933782267	0.295300407
910	0.8933782267	0.2950664912
911	0.8933782267	0.2949161562
912	0.8933782267	0.2947979477
913	0.8933782267	0.2947811971
914	0.8933782267	0.2947436701
915	0.8933782267	0.2945421597
916	0.8933782267	0.2945292795
917	0.8933782267	0.2944837455
918	0.8933782267	0.2942901226
919	0.8933782267	0.2942438737
920	0.8933782267	0.2940700422
921	0.8933782267	0.2940185839
922	0.8933782267	0.2939504951
923	0.8933782267	0.2938773347
924	0.8933782267	0.2938175019
925	0.8933782267	0.2937213051
926	0.8933782267	0.2936015258
927	0.8933782267	0.2932668057
928	0.8933782267	0.2932431987
929	0.8933782267	0.2931305491
930	0.8933782267	0.2930229804
931	0.8933782267	0.2929737476
932	0.8933782267	0.2928919661
933	0.8933782267	0.2928098636
934	0.8933782267	0.2927647897
935	0.8933782267	0.2926573752
936	0.8933782267	0.2926092431
937	0.8933782267	0.2926007191
938	0.8933782267	0.2925814328
939	0.8945005612	0.2925428714
940	0.8933782267	0.2924485805
941	0.8933782267	0.2924073493
942	0.8933782267	0.2923874996
943	0.8933782267	0.2922185041
944	0.8933782267	0.2921557817
945	0.8933782267	0.2920863718
946	0.8945005612	0.2920069613
947	0.8945005612	0.2919947042
948	0.8945005612	0.2919762134
949	0.8945005612	0.2919022259
950	0.8945005612	0.2917222764
951	0.8956228956	0.2915873318
952	0.8956228956	0.2915066282
953	0.8956228956	0.2914845099
954	0.8956228956	0.2914650413
955	0.8956228956	0.2913592409
956	0.8956228956	0.2913074616
957	0.8956228956	0.2912784361
958	0.8956228956	0.2912125594
959	0.8945005612	0.2911316829
960	0.8945005612	0.2910619855
961	0.8945005612	0.2910408588
962	0.8945005612	0.2909192884
963	0.8956228956	0.2907937967
964	0.8956228956	0.2907564373
965	0.8956228956	0.2906499619
966	0.8956228956	0.2906449788
967	0.8956228956	0.2906356602
968	0.8956228956	0.2906058189
969	0.8956228956	0.2905747521
970	0.8956228956	0.290490156
971	0.8956228956	0.2904282791
972	0.8956228956	0.2903061808
973	0.8956228956	0.2902731227
974	0.8956228956	0.2901276716
975	0.8956228956	0.2901192425
976	0.8956228956	0.2899373598
977	0.8956228956	0.2897584736
978	0.8956228956	0.2897164881
979	0.8945005612	0.2896282636
980	0.8945005612	0.2896107581
981	0.8945005612	0.2895596603
982	0.8945005612	0.2894455729
983	0.8945005612	0.2893383376
984	0.8945005612	0.2893334378
985	0.8945005612	0.2892728799
986	0.8945005612	0.2892125424
987	0.8945005612	0.2891210078
988	0.8945005612	0.2890834305
989	0.8945005612	0.2890740604
990	0.8945005612	0.2889333434
991	0.8945005612	0.2888975582
992	0.8945005612	0.2888329348
993	0.8945005612	0.2887526192
994	0.8956228956	0.2887004237
995	0.8956228956	0.2885987176
996	0.8956228956	0.2885033089
997	0.8956228956	0.2884444479
998	0.8956228956	0.2883424231
999	0.8956228956	0.2882940317
