iter	Accuracy	Logloss
83	0.8249158249	0.4559264073
84	0.8249158249	0.4545986049
85	0.8260381594	0.4529859535
86	0.8260381594	0.4523075896
87	0.8271604938	0.4507974482
88	0.8282828283	0.4491989679
89	0.8282828283	0.4484906783
90	0.8282828283	0.4474945423
91	0.8271604938	0.4462463985
92	0.8282828283	0.445416544
93	0.8271604938	0.4443948429
94	0.8260381594	0.4435069449
95	0.8260381594	0.4424297966
96	0.8260381594	0.4422151308
97	0.8260381594	0.4410112149
98	0.8271604938	0.439774068
99	0.8271604938	0.4389224106
100	0.8260381594	0.4379739473
101	0.8260381594	0.4370661277
102	0.8260381594	0.4359292009
103	0.8260381594	0.4352731686
104	0.8271604938	0.4337078128
105	0.8271604938	0.4330076734
106	0.8271604938	0.4319350035
107	0.8294051627	0.4305660951
108	0.8294051627	0.4296365345
109	0.8282828283	0.428510758
110	0.8282828283	0.4275628291
111	0.8282828283	0.4261012441
112	0.8294051627	0.425392709
113	0.8294051627	0.4249402314
114	0.8294051627	0.4241226593
115	0.8294051627	0.4232898909
116	0.8316498316	0.4224085629
117	0.8305274972	0.4210790263
118	0.8305274972	0.4202587362
119	0.8305274972	0.4191194659
120	0.8316498316	0.4184285918
121	0.8316498316	0.418089202
122	0.8316498316	0.4174846033
123	0.8305274972	0.4165866103
124	0.8305274972	0.4164553161
125	0.8305274972	0.4159127654
126	0.8305274972	0.4151408261
127	0.8305274972	0.4141298297
128	0.8327721661	0.4133697326
129	0.8327721661	0.4127206069
130	0.8316498316	0.4119340767
131	0.8327721661	0.4117649932
132	0.8316498316	0.4108760707
133	0.8316498316	0.4102634882
134	0.8316498316	0.4092684083
135	0.8327721661	0.4083258373
136	0.8327721661	0.4075989944
137	0.8327721661	0.4071526661
138	0.8327721661	0.4066692858
139	0.8327721661	0.4058864578
140	0.8327721661	0.4051592451
141	0.8327721661	0.4047894137
142	0.8327721661	0.4043913944
143	0.8327721661	0.4037791296
144	0.835016835	0.4030186545
145	0.8361391695	0.4025958789
146	0.835016835	0.4022035685
147	0.8361391695	0.4015817217
148	0.8361391695	0.4014471542
149	0.8372615039	0.401056311
150	0.8361391695	0.4007663896
151	0.835016835	0.4006484037
152	0.835016835	0.4005257698
153	0.8361391695	0.3999669031
154	0.8361391695	0.3995450132
155	0.8361391695	0.3992274191
156	0.8361391695	0.3988161999
157	0.8361391695	0.39822272
158	0.8361391695	0.3977681486
159	0.8361391695	0.3973829116
160	0.8361391695	0.3965829972
161	0.8361391695	0.396049701
162	0.8372615039	0.3957208169
163	0.8383838384	0.3953390357
164	0.8383838384	0.3945805434
165	0.8383838384	0.3943227541
166	0.8395061728	0.3938670068
167	0.8395061728	0.3934492984
168	0.8395061728	0.3933572616
169	0.8395061728	0.3927468668
170	0.8395061728	0.3924221503
171	0.8406285073	0.3916847396
172	0.8417508418	0.3913227559
173	0.8428731762	0.3909183384
174	0.8462401796	0.3901225781
175	0.847362514	0.3894358505
176	0.8484848485	0.3889723021
177	0.8496071829	0.3888313316
178	0.8484848485	0.3881875068
179	0.8484848485	0.3877125216
180	0.8484848485	0.3874414708
181	0.8484848485	0.3873791231
182	0.8496071829	0.3867137968
183	0.8484848485	0.3862919978
184	0.8496071829	0.3858290069
185	0.8507295174	0.3857237111
186	0.8496071829	0.3852775611
187	0.8507295174	0.3848882873
188	0.8496071829	0.3844387614
189	0.8484848485	0.3839408228
190	0.8484848485	0.3836250467
191	0.8484848485	0.3832015307
192	0.8496071829	0.3824817796
193	0.8507295174	0.382355728
194	0.8507295174	0.3818265549
195	0.8518518519	0.3813677106
196	0.8518518519	0.3809445569
197	0.8518518519	0.3807232691
198	0.8518518519	0.3803992618
199	0.8529741863	0.3798678733
200	0.8529741863	0.3798085453
201	0.8529741863	0.3793581648
202	0.8529741863	0.3791047853
203	0.8529741863	0.3788228949
204	0.8540965208	0.3783252694
205	0.8529741863	0.3777831054
206	0.8540965208	0.3776111599
207	0.8540965208	0.3773112344
208	0.8540965208	0.3767805717
209	0.8529741863	0.3763535161
210	0.8529741863	0.3759264203
211	0.8518518519	0.3758767521
212	0.8529741863	0.3755318337
213	0.8518518519	0.3753038508
214	0.8518518519	0.3750303637
215	0.8540965208	0.3748825494
216	0.8529741863	0.3744565151
217	0.8529741863	0.3744154875
218	0.8529741863	0.3741164933
219	0.8529741863	0.3737305755
220	0.8529741863	0.3733985246
221	0.8552188552	0.373007572
222	0.8552188552	0.3728921705
223	0.8540965208	0.3725183553
224	0.8540965208	0.3720582095
225	0.8540965208	0.3718589248
226	0.8540965208	0.3716799063
227	0.8540965208	0.3713167546
228	0.8540965208	0.3710578176
229	0.8529741863	0.3706530826
230	0.8529741863	0.3702259915
231	0.8529741863	0.3699913683
232	0.8540965208	0.3698134055
233	0.8529741863	0.369629669
234	0.8529741863	0.3693951363
235	0.8529741863	0.3689575035
236	0.8529741863	0.3685755021
237	0.8529741863	0.3684785352
238	0.8529741863	0.3681458946
239	0.8529741863	0.3678909242
240	0.8529741863	0.3675778079
241	0.8529741863	0.3671650204
242	0.8529741863	0.3669020414
243	0.8529741863	0.366625798
244	0.8529741863	0.3666013227
245	0.8529741863	0.3663890106
246	0.8540965208	0.3661380634
247	0.8529741863	0.3659143072
248	0.8540965208	0.3655011259
249	0.8540965208	0.3653441913
250	0.8540965208	0.3650603623
251	0.8540965208	0.3649714199
252	0.8540965208	0.364864668
253	0.8540965208	0.3646706547
254	0.8552188552	0.3643938379
255	0.8552188552	0.3643712722
256	0.8563411897	0.3642074519
257	0.8552188552	0.364114415
258	0.8574635241	0.3638340073
259	0.8574635241	0.3634114037
260	0.8574635241	0.3632430853
261	0.8574635241	0.3629460301
262	0.8574635241	0.3626165606
263	0.8585858586	0.3621294047
264	0.8585858586	0.3618066605
265	0.8585858586	0.3616010508
266	0.8585858586	0.3615132843
267	0.859708193	0.3613389942
268	0.8585858586	0.3611658284
269	0.8585858586	0.3610474732
270	0.8585858586	0.360786877
271	0.859708193	0.3603280338
272	0.859708193	0.3600137514
273	0.859708193	0.3598405383
274	0.859708193	0.359445673
275	0.859708193	0.3593429685
276	0.859708193	0.3591158282
277	0.859708193	0.358957596
278	0.859708193	0.3585813746
279	0.859708193	0.3585501111
280	0.859708193	0.3583207568
281	0.859708193	0.3580419119
282	0.8608305275	0.3576967419
283	0.8608305275	0.3575477409
284	0.8608305275	0.3573084894
285	0.8608305275	0.3571748182
286	0.861952862	0.3570165916
287	0.861952862	0.3566909326
288	0.8608305275	0.3565225321
289	0.8608305275	0.3565022064
290	0.859708193	0.3562071916
291	0.8608305275	0.3560982044
292	0.859708193	0.3558776324
293	0.8608305275	0.3557374302
294	0.8608305275	0.3555100533
295	0.8608305275	0.3553488423
296	0.861952862	0.3551672883
297	0.8630751964	0.3550444162
298	0.8630751964	0.3548099715
299	0.8630751964	0.3546585044
300	0.8630751964	0.3543232404
301	0.8630751964	0.3541562661
302	0.8630751964	0.3539947883
303	0.8630751964	0.3538998573
304	0.861952862	0.353559376
305	0.861952862	0.3535458918
306	0.861952862	0.3533615014
307	0.861952862	0.3532911836
308	0.8630751964	0.3532008969
309	0.8630751964	0.3529710587
310	0.8630751964	0.3529628221
311	0.8630751964	0.3528352166
312	0.8630751964	0.352800573
313	0.8630751964	0.3527155467
314	0.8630751964	0.3525485094
315	0.8630751964	0.3523206497
316	0.8630751964	0.352280589
317	0.8630751964	0.3521591835
318	0.8641975309	0.3521374573
319	0.8641975309	0.3519580972
320	0.8641975309	0.3518056883
321	0.8675645342	0.3515276499
322	0.8698092031	0.3513556894
323	0.8698092031	0.3512537786
324	0.8698092031	0.3511495362
325	0.8698092031	0.3510383081
326	0.8686868687	0.3508124754
327	0.8698092031	0.3505594382
328	0.8698092031	0.3505544676
329	0.8698092031	0.3504554882
330	0.8686868687	0.3503041209
331	0.8698092031	0.3501819543
332	0.8686868687	0.3500456222
333	0.8698092031	0.3497433059
334	0.8709315376	0.3495572947
335	0.8686868687	0.3494895267
336	0.8686868687	0.3494889984
337	0.8698092031	0.3492290075
338	0.8686868687	0.3491987226
339	0.8709315376	0.3489578415
340	0.8686868687	0.3487331072
341	0.8698092031	0.3484080453
342	0.8698092031	0.3481695465
343	0.8709315376	0.3479655706
344	0.8709315376	0.3479185843
345	0.8698092031	0.3477752654
346	0.8686868687	0.3475433604
347	0.8686868687	0.3474144839
348	0.8686868687	0.3472219424
349	0.8709315376	0.3470577554
350	0.8698092031	0.3468575614
351	0.8698092031	0.3467541615
352	0.8698092031	0.3466314368
353	0.8709315376	0.3464533258
354	0.8686868687	0.3462721541
355	0.8698092031	0.3460935273
356	0.8686868687	0.3458988154
357	0.8686868687	0.3457258797
358	0.8698092031	0.3455716876
359	0.8686868687	0.3452360668
360	0.8698092031	0.3450464264
361	0.8686868687	0.3447572607
362	0.8698092031	0.3446995056
363	0.8686868687	0.3446930287
364	0.8686868687	0.3446397784
365	0.8709315376	0.3443273717
366	0.8709315376	0.3442214413
367	0.8709315376	0.344133585
368	0.8709315376	0.3439822081
369	0.8709315376	0.3439426563
370	0.8720538721	0.3437381873
371	0.8731762065	0.3436267337
372	0.8709315376	0.3435042952
373	0.8720538721	0.343497557
374	0.8720538721	0.3434530614
375	0.8731762065	0.3432965243
376	0.8720538721	0.343232006
377	0.8731762065	0.3430726082
378	0.8731762065	0.3429147224
379	0.8731762065	0.3427256915
380	0.874298541	0.342643886
381	0.874298541	0.3424528499
382	0.8731762065	0.3422093603
383	0.8731762065	0.3421663049
384	0.8731762065	0.3420983815
385	0.874298541	0.3420440582
386	0.874298541	0.3420402031
387	0.874298541	0.3420043629
388	0.874298541	0.3419496636
389	0.874298541	0.3418181222
390	0.8754208754	0.3416890281
391	0.8754208754	0.3416733824
392	0.874298541	0.3413532734
393	0.874298541	0.3412346224
394	0.874298541	0.341130277
395	0.8754208754	0.340862818
396	0.8754208754	0.3406483063
397	0.8765432099	0.3404473813
398	0.8765432099	0.3401828424
399	0.8765432099	0.3400836808
400	0.8765432099	0.3399088697
401	0.8765432099	0.339902177
402	0.874298541	0.3397448288
403	0.8754208754	0.3396433218
404	0.8754208754	0.3394666288
405	0.874298541	0.3393308713
406	0.8754208754	0.3390999995
407	0.874298541	0.3389432702
408	0.874298541	0.3388859819
409	0.8754208754	0.3387959974
410	0.8754208754	0.3387281674
411	0.874298541	0.3386294093
412	0.874298541	0.3386122374
413	0.874298541	0.3384966813
414	0.874298541	0.3383719917
415	0.874298541	0.3382514479
416	0.874298541	0.3380587239
417	0.874298541	0.3380452941
418	0.874298541	0.3378527005
419	0.874298541	0.3378521577
420	0.8754208754	0.3377990147
421	0.8754208754	0.3376054942
422	0.8754208754	0.3374730477
423	0.8754208754	0.3373829625
424	0.8765432099	0.3372844827
425	0.8754208754	0.3371820241
426	0.8765432099	0.337003964
427	0.8776655443	0.3369247728
428	0.8776655443	0.3368081245
429	0.8776655443	0.3367809383
430	0.8776655443	0.3367250085
431	0.8776655443	0.3366222101
432	0.8776655443	0.3365411631
433	0.8787878788	0.3364281252
434	0.8787878788	0.3363701248
435	0.8776655443	0.3362374674
436	0.8776655443	0.3361917281
437	0.8787878788	0.3360278778
438	0.8787878788	0.3359815448
439	0.8776655443	0.3358207841
440	0.8776655443	0.3356186229
441	0.8776655443	0.3354051754
442	0.8776655443	0.3352454554
443	0.8776655443	0.3351637757
444	0.8776655443	0.3350723592
445	0.8776655443	0.3348238113
446	0.8787878788	0.3347119669
447	0.8776655443	0.334611622
448	0.8776655443	0.3345983522
449	0.8787878788	0.3343670893
450	0.8765432099	0.3342472816
451	0.8776655443	0.3340147435
452	0.8776655443	0.3338627495
453	0.8776655443	0.3336777185
454	0.8776655443	0.3336046554
455	0.8787878788	0.3334153998
456	0.8787878788	0.3333702987
457	0.8787878788	0.333255385
458	0.8787878788	0.3332489886
459	0.8787878788	0.3331104093
460	0.8776655443	0.3329699867
461	0.8776655443	0.3328143582
462	0.8776655443	0.3325959591
463	0.8776655443	0.3325172977
464	0.8776655443	0.3324931968
465	0.8776655443	0.3323896829
466	0.8776655443	0.3323896797
467	0.8765432099	0.3322155553
468	0.8765432099	0.3321161599
469	0.8776655443	0.3320220908
470	0.8776655443	0.3318290527
471	0.8776655443	0.3318225102
472	0.8776655443	0.3317036575
473	0.8787878788	0.3316072335
474	0.8765432099	0.3315356604
475	0.8765432099	0.3312574893
476	0.8765432099	0.3311044884
477	0.8765432099	0.3309959775
478	0.8765432099	0.3309451567
479	0.8754208754	0.3308169577
480	0.8754208754	0.3307373728
481	0.8765432099	0.3305432531
482	0.8776655443	0.33045515
483	0.8776655443	0.3304188679
484	0.8754208754	0.3302675343
485	0.8754208754	0.3301982376
486	0.8754208754	0.3301982364
487	0.8754208754	0.330171889
488	0.8754208754	0.3301634519
489	0.8754208754	0.3299449522
490	0.8754208754	0.3298351685
491	0.8754208754	0.3296881018
492	0.8754208754	0.3296717262
493	0.8754208754	0.3295376034
494	0.8754208754	0.3294551264
495	0.8754208754	0.3294248164
496	0.8754208754	0.3293399555
497	0.8754208754	0.3292108358
498	0.8765432099	0.3289926259
499	0.8765432099	0.3289886506
500	0.8765432099	0.3289107177
501	0.8799102132	0.3286769296
502	0.8787878788	0.328622145
503	0.8810325477	0.3285059258
504	0.8810325477	0.328323476
505	0.8810325477	0.3282330508
506	0.8810325477	0.3281633337
507	0.8776655443	0.327902286
508	0.8776655443	0.3278355699
509	0.8776655443	0.327753896
510	0.8776655443	0.327700975
511	0.8776655443	0.3275940271
512	0.8776655443	0.327591314
513	0.8799102132	0.32739489
514	0.8787878788	0.3273551273
515	0.8799102132	0.3272312664
516	0.8799102132	0.3271781388
517	0.8799102132	0.3271314081
518	0.8799102132	0.3269191367
519	0.8799102132	0.3267400185
520	0.8799102132	0.3266789633
521	0.8810325477	0.3265925819
522	0.8799102132	0.326483046
523	0.8799102132	0.3263317739
524	0.8787878788	0.3263183821
525	0.8799102132	0.3261298961
526	0.8799102132	0.3259589122
527	0.8799102132	0.3259222685
528	0.8799102132	0.3258385921
529	0.8799102132	0.325718006
530	0.8799102132	0.3255555415
531	0.8799102132	0.3253715683
532	0.8799102132	0.325313508
533	0.8787878788	0.3251947497
534	0.8787878788	0.3251802833
535	0.8799102132	0.3249872842
536	0.8799102132	0.3249005698
537	0.8799102132	0.3248237004
538	0.8799102132	0.3248172891
539	0.8799102132	0.3248149431
540	0.8799102132	0.3246267675
541	0.8799102132	0.3245686227
542	0.8799102132	0.3243750246
543	0.8799102132	0.3243687037
544	0.8799102132	0.3243687036
545	0.8787878788	0.3241188839
546	0.8787878788	0.3240970336
547	0.8787878788	0.3240152673
548	0.8787878788	0.3238365744
549	0.8787878788	0.323708201
550	0.8787878788	0.3236815567
551	0.8787878788	0.3235900048
552	0.8765432099	0.3234077989
553	0.8765432099	0.32332144
554	0.8765432099	0.3232421384
555	0.8765432099	0.3232009294
556	0.8765432099	0.323121065
557	0.8776655443	0.3230586633
558	0.8787878788	0.3230299229
559	0.8787878788	0.322993856
560	0.8787878788	0.3229320899
561	0.8776655443	0.3228529785
562	0.8787878788	0.3227531206
563	0.8787878788	0.3225255045
564	0.8776655443	0.3223212286
565	0.8787878788	0.3221182605
566	0.8787878788	0.3220737991
567	0.8787878788	0.3219508857
568	0.8787878788	0.3218443236
569	0.8787878788	0.3216915135
570	0.8787878788	0.3215532903
571	0.8787878788	0.3213832519
572	0.8787878788	0.3213046662
573	0.8787878788	0.3212019671
574	0.8787878788	0.3211957247
575	0.8787878788	0.321029956
576	0.8787878788	0.3209900009
577	0.8787878788	0.320861833
578	0.8787878788	0.3206911681
579	0.8787878788	0.3206816487
580	0.8787878788	0.320577926
581	0.8787878788	0.3204245406
582	0.8787878788	0.3203197347
583	0.8799102132	0.3201436701
584	0.8787878788	0.3200917358
585	0.8799102132	0.3197486994
586	0.8799102132	0.3195677671
587	0.8799102132	0.319562613
588	0.8799102132	0.3194908103
589	0.8799102132	0.3194010036
590	0.8810325477	0.3192394042
591	0.8799102132	0.3191464579
592	0.8810325477	0.3190614616
593	0.8810325477	0.3190389445
594	0.8810325477	0.3189323002
595	0.8810325477	0.3188085475
596	0.8810325477	0.3187250774
597	0.8810325477	0.3183849321
598	0.8810325477	0.3182557827
599	0.8810325477	0.3182418719
600	0.8810325477	0.3181488375
601	0.8810325477	0.318044613
602	0.8810325477	0.3178218349
603	0.8810325477	0.3176841978
604	0.8810325477	0.3176037475
605	0.8810325477	0.3175273889
606	0.8810325477	0.317513888
607	0.8810325477	0.3174675711
608	0.8810325477	0.317379628
609	0.8810325477	0.3173706765
610	0.8810325477	0.3172616446
611	0.8810325477	0.3171584091
612	0.8810325477	0.3171498888
613	0.8810325477	0.3170782513
614	0.8810325477	0.3170167163
615	0.8810325477	0.3168101711
616	0.8810325477	0.3166229814
617	0.8810325477	0.3165811696
618	0.8821548822	0.3164678092
619	0.8821548822	0.3164551873
620	0.8832772166	0.3163815464
621	0.8832772166	0.3160786805
622	0.8832772166	0.3159426757
623	0.8832772166	0.3158586385
624	0.8832772166	0.3156166029
625	0.8832772166	0.3154501046
626	0.8843995511	0.3153655034
627	0.8843995511	0.3152914126
628	0.8855218855	0.3152497909
629	0.8843995511	0.3150944034
630	0.8843995511	0.3150535734
631	0.8843995511	0.3150535731
632	0.8843995511	0.3149905837
633	0.8843995511	0.3147288924
634	0.8843995511	0.3147004983
635	0.8843995511	0.3146494893
636	0.8843995511	0.314600122
637	0.8843995511	0.3145942315
638	0.8855218855	0.3143821517
639	0.8855218855	0.314322716
640	0.8855218855	0.3142029231
641	0.8855218855	0.3141474287
642	0.8855218855	0.3140168935
643	0.8855218855	0.3139137136
644	0.8855218855	0.3137768617
645	0.8855218855	0.3134740601
646	0.8855218855	0.3133868148
647	0.8855218855	0.3133740708
648	0.8855218855	0.3133655997
649	0.8855218855	0.313315398
650	0.8855218855	0.3132748733
651	0.8855218855	0.3132327168
652	0.8855218855	0.3131880599
653	0.8855218855	0.3131311769
654	0.8855218855	0.3131168411
655	0.8855218855	0.3130697512
656	0.8855218855	0.3130569948
657	0.88664422	0.3130008642
658	0.8855218855	0.3128379717
659	0.8855218855	0.3128344865
660	0.8855218855	0.3128292163
661	0.8855218855	0.3127147558
662	0.8855218855	0.3126768247
663	0.8877665544	0.312564042
664	0.8888888889	0.3124979066
665	0.8888888889	0.3124496698
666	0.8877665544	0.3123789519
667	0.8888888889	0.3123223292
668	0.8877665544	0.3122538471
669	0.8877665544	0.312186739
670	0.8877665544	0.3121224444
671	0.8888888889	0.3119758782
672	0.8888888889	0.3119132591
673	0.8888888889	0.3119082862
674	0.8888888889	0.3119006867
675	0.8888888889	0.3118851664
676	0.8888888889	0.3118777442
677	0.8888888889	0.3118033984
678	0.8888888889	0.3117959432
679	0.8888888889	0.3116215929
680	0.8888888889	0.3115331865
681	0.8888888889	0.3115195008
682	0.8877665544	0.3113488471
683	0.8877665544	0.3112461422
684	0.8877665544	0.3110747036
685	0.8877665544	0.3110101781
686	0.8877665544	0.310977233
687	0.8877665544	0.3109691493
688	0.8877665544	0.3109375651
689	0.8877665544	0.3108111717
690	0.8877665544	0.3107161298
691	0.8877665544	0.3106376904
692	0.8877665544	0.3105493942
693	0.8877665544	0.3105337962
694	0.8877665544	0.3105314303
695	0.8877665544	0.3104021702
696	0.8877665544	0.310323794
697	0.8877665544	0.3102588225
698	0.8877665544	0.3102493868
699	0.8877665544	0.3101744966
700	0.8877665544	0.3100480659
701	0.8877665544	0.3099592471
702	0.8877665544	0.3099142133
703	0.8877665544	0.309873842
704	0.8877665544	0.3098380079
705	0.8877665544	0.3097125054
706	0.8877665544	0.3096662938
707	0.8877665544	0.3095976107
708	0.8877665544	0.3094916235
709	0.8877665544	0.3093756303
710	0.8877665544	0.3093468372
711	0.8877665544	0.3091947297
712	0.8877665544	0.3091149649
713	0.8877665544	0.3091106017
714	0.8877665544	0.3089407981
715	0.8877665544	0.3089109898
716	0.8877665544	0.3088426139
717	0.8877665544	0.3088360049
718	0.8877665544	0.3087770248
719	0.8877665544	0.3087555308
720	0.8877665544	0.3087253025
721	0.8877665544	0.3086776742
722	0.8877665544	0.3086268394
723	0.8877665544	0.308502597
724	0.8877665544	0.3084774565
725	0.8877665544	0.3084710672
726	0.8877665544	0.3084485545
727	0.8877665544	0.3084380016
728	0.8877665544	0.3083413982
729	0.8888888889	0.3082825343
730	0.8888888889	0.3081862654
731	0.8888888889	0.308126994
732	0.8888888889	0.3080628575
733	0.8877665544	0.3079266141
734	0.8877665544	0.3079064683
735	0.8877665544	0.3077892034
736	0.8877665544	0.3076623008
737	0.8877665544	0.3076620614
738	0.8877665544	0.307590725
739	0.8877665544	0.307424971
740	0.8877665544	0.3072769249
741	0.8888888889	0.3072510031
742	0.8888888889	0.3072027114
743	0.8888888889	0.3071158972
744	0.8888888889	0.3071094951
745	0.8888888889	0.3070097495
746	0.8888888889	0.3068378687
747	0.8888888889	0.3067859354
748	0.8888888889	0.3067798173
749	0.8888888889	0.3066734664
750	0.8888888889	0.3066640207
751	0.8888888889	0.3066374876
752	0.8888888889	0.3066307314
753	0.8888888889	0.3065095348
754	0.8888888889	0.3064492298
755	0.8888888889	0.3063216777
756	0.8877665544	0.3062047522
757	0.8888888889	0.3061418068
758	0.8888888889	0.3060217383
759	0.8877665544	0.3059857461
760	0.8877665544	0.3058643943
761	0.8877665544	0.3058387263
762	0.8888888889	0.3057796783
763	0.8877665544	0.3056784692
764	0.8877665544	0.3054844254
765	0.8877665544	0.3053449386
766	0.8877665544	0.3053411849
767	0.8877665544	0.3052743929
768	0.8877665544	0.305234802
769	0.8877665544	0.3049330789
770	0.8877665544	0.3048446783
771	0.8877665544	0.3048228868
772	0.8877665544	0.304791901
773	0.8877665544	0.3046473515
774	0.8877665544	0.3046113149
775	0.8877665544	0.3045964564
776	0.8877665544	0.3045552106
777	0.8877665544	0.3044178351
778	0.8877665544	0.3043927905
779	0.8877665544	0.3043371903
780	0.8888888889	0.3043069013
781	0.8888888889	0.3042387412
782	0.8877665544	0.3042165342
783	0.8877665544	0.3041436754
784	0.8888888889	0.3041039048
785	0.8877665544	0.304070084
786	0.8877665544	0.3040231663
787	0.8877665544	0.3039254634
788	0.8877665544	0.3038216888
789	0.8877665544	0.3038048465
790	0.8877665544	0.3037406787
791	0.8888888889	0.3036147261
792	0.8888888889	0.3035442356
793	0.8888888889	0.3033941711
794	0.8888888889	0.3033134302
795	0.8900112233	0.303256734
796	0.8900112233	0.3032181101
797	0.8900112233	0.303008433
798	0.8900112233	0.3030030117
799	0.8888888889	0.3029396256
800	0.8888888889	0.3029249983
801	0.8888888889	0.3028864753
802	0.8888888889	0.3028745674
803	0.8888888889	0.3028113613
804	0.8900112233	0.3027510471
805	0.8900112233	0.302710525
806	0.8888888889	0.3026260554
807	0.8888888889	0.3025199328
808	0.8888888889	0.3025147698
809	0.8888888889	0.3024042204
810	0.8888888889	0.3023804092
811	0.8888888889	0.302225608
812	0.8888888889	0.3021304681
813	0.8900112233	0.302019594
814	0.8900112233	0.3020133251
815	0.8888888889	0.3020006579
816	0.8911335578	0.3017822333
817	0.8911335578	0.3016564512
818	0.8911335578	0.3016338848
819	0.8900112233	0.3016058666
820	0.8911335578	0.3015993653
821	0.8911335578	0.3013986707
822	0.8911335578	0.3012700586
823	0.8911335578	0.3012585188
824	0.8911335578	0.3012555308
825	0.8911335578	0.3012383833
826	0.8911335578	0.3011618854
827	0.8911335578	0.3011487525
828	0.8900112233	0.3010553557
829	0.8900112233	0.3010551489
830	0.8900112233	0.3009523928
831	0.8900112233	0.3009089316
832	0.8911335578	0.3008139345
833	0.8900112233	0.3007760561
834	0.8911335578	0.3007233557
835	0.8900112233	0.3006464159
836	0.8911335578	0.3006190296
837	0.8911335578	0.3005920542
838	0.8911335578	0.3005729598
839	0.8911335578	0.3003996931
840	0.8911335578	0.3002915655
841	0.8911335578	0.3002802832
842	0.8911335578	0.3002746978
843	0.8911335578	0.3001277928
844	0.8911335578	0.3000850908
845	0.8911335578	0.3000684447
846	0.8911335578	0.2999103762
847	0.8911335578	0.2998799239
848	0.8911335578	0.2998748703
849	0.8922558923	0.29977565
850	0.8911335578	0.299540219
851	0.8911335578	0.2995160041
852	0.8911335578	0.2994702371
853	0.8911335578	0.2994658426
854	0.8911335578	0.299389743
855	0.8911335578	0.2992486538
856	0.8911335578	0.2992137673
857	0.8911335578	0.2991951771
858	0.8911335578	0.2991480984
859	0.8911335578	0.2990066443
860	0.8911335578	0.2989431349
861	0.8911335578	0.2988997708
862	0.8922558923	0.298777541
863	0.8922558923	0.2987424438
864	0.8922558923	0.2987258938
865	0.8922558923	0.2986690091
866	0.8922558923	0.2986271492
867	0.8922558923	0.2985792842
868	0.8922558923	0.2985595459
869	0.8922558923	0.2984481918
870	0.8933782267	0.2983870852
871	0.8933782267	0.2983219225
872	0.8933782267	0.2983099895
873	0.8933782267	0.2981431693
874	0.8933782267	0.2980565795
875	0.8933782267	0.2980474975
876	0.8933782267	0.2980450439
877	0.8933782267	0.2980230515
878	0.8933782267	0.2979519938
879	0.8933782267	0.2978790761
880	0.8933782267	0.2978695637
881	0.8933782267	0.2976682359
